NAT_MARK,SCH_NM,PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1
0-60,21,1,0,0,26.0,15.0,40.0
0-60,21,1,0,0,27.0,17.0,43.0
60-70,21,1,0,0,30.0,19.5,50.0
0-60,21,1,0,0,28.0,15.0,47.0
0-60,21,1,0,0,30.0,18.5,49.0
0-60,21,1,0,0,29.0,17.5,45.0
70-80,21,1,0,0,30.0,20.0,50.0
0-60,21,1,0,0,29.0,16.0,43.5
0-60,21,1,0,0,29.5,19.0,50.0
0-60,21,1,0,0,29.0,19.0,47.0
0-60,21,1,0,0,27.0,17.0,41.5
0-60,21,1,0,0,28.5,10.0,32.0
0-60,21,1,0,0,28.0,15.0,44.0
0-60,21,1,0,0,28.0,9.0,33.0
0-60,21,1,0,0,28.0,17.0,45.0
0-60,21,1,0,0,30.0,17.0,43.0
0-60,21,1,0,0,29.0,14.0,47.0
0-60,21,1,0,0,27.5,14.0,33.5
0-60,21,1,0,0,28.5,18.5,44.0
0-60,21,1,0,0,27.0,14.0,42.0
0-60,21,1,0,0,30.0,19.0,50.0
0-60,21,1,0,0,26.5,16.0,34.0
0-60,21,1,0,0,30.0,20.0,49.0
0-60,21,1,0,0,29.0,15.0,40.0
0-60,21,1,0,0,28.0,14.0,42.0
70-80,21,1,0,0,30.0,20.0,50.0
0-60,21,1,0,0,30.0,19.0,50.0
0-60,21,1,0,0,27.0,17.0,41.5
0-60,21,1,0,0,30.0,18.0,47.5
0-60,21,1,0,0,30.0,19.0,45.0
60-70,21,1,0,0,30.0,19.0,50.0
60-70,21,1,0,0,30.0,20.0,50.0
0-60,21,1,0,0,27.0,12.0,47.0
60-70,22,0,0,0,30.0,19.5,49.0
0-60,22,0,0,0,29.5,18.0,42.0
0-60,22,0,0,0,29.5,15.5,41.0
0-60,22,0,0,0,27.0,11.0,22.5
60-70,22,0,0,0,30.0,18.5,49.0
0-60,22,0,0,0,28.0,15.0,37.0
0-60,22,0,0,0,28.0,11.0,34.5
0-60,22,0,0,0,25.5,13.0,40.5
0-60,22,0,0,0,26.5,9.5,38.5
60-70,22,0,0,0,29.5,19.0,48.0
0-60,22,0,0,0,29.0,15.5,41.0
0-60,22,0,0,0,28.0,12.0,28.0
60-70,22,0,0,0,30.0,20.0,47.5
0-60,22,0,0,0,29.0,17.5,46.5
60-70,22,0,0,0,30.0,20.0,48.0
0-60,22,0,0,0,23.5,11.0,33.0
70-80,22,0,0,0,30.0,19.0,50.0
0-60,22,0,0,0,28.5,17.0,43.5
0-60,22,0,0,0,28.0,11.0,35.0
60-70,22,0,0,0,30.0,18.0,47.5
0-60,22,0,0,0,28.5,16.5,32.0
60-70,22,0,0,0,30.0,18.5,44.0
0-60,22,0,0,0,30.0,19.0,45.0
60-70,22,0,0,0,30.0,19.0,47.0
0-60,22,0,0,0,29.5,19.0,50.0
0-60,22,0,0,0,25.0,14.5,34.0
60-70,22,0,0,0,30.0,19.5,50.0
0-60,22,0,0,0,30.0,19.5,47.0
60-70,22,0,0,0,30.0,19.5,49.5
0-60,22,0,0,0,26.0,14.5,43.0
0-60,22,0,0,0,24.5,13.0,33.5
0-60,22,0,0,0,29.0,11.5,48.0
0-60,22,0,0,0,30.0,16.5,37.0
0-60,22,0,0,0,30.0,18.5,42.0
60-70,22,0,0,0,27.0,18.0,45.0
80-90,22,0,0,0,30.0,20.0,49.0
60-70,22,0,0,0,29.5,18.5,49.0
0-60,22,0,0,0,28.0,16.5,39.0
0-60,22,0,0,0,29.0,17.0,45.0
0-60,22,0,0,0,28.0,17.5,26.0
0-60,22,0,0,0,29.0,14.5,29.0
0-60,22,0,0,0,27.0,13.5,41.0
0-60,22,0,0,0,30.0,19.5,45.0
0-60,22,0,0,0,29.5,19.5,47.0
0-60,22,0,0,0,28.0,16.0,39.0
0-60,22,0,0,0,27.5,16.0,29.5
60-70,22,0,0,0,29.0,18.5,44.5
0-60,22,0,0,0,28.0,12.5,29.0
70-80,22,0,0,0,29.5,19.0,49.0
0-60,22,0,0,0,30.0,19.5,44.0
0-60,22,0,0,0,27.5,16.5,33.0
0-60,22,0,0,0,30.0,19.5,48.0
0-60,22,0,0,0,23.0,11.0,16.5
0-60,22,0,0,0,30.0,19.0,47.5
0-60,22,0,0,0,29.0,16.5,41.5
0-60,22,0,0,0,29.0,16.5,38.5
60-70,22,0,0,0,29.5,18.0,48.0
0-60,22,0,0,0,30.0,14.0,34.0
0-60,22,0,0,0,28.5,17.0,42.0
0-60,22,0,0,0,24.5,13.5,26.0
60-70,22,0,0,0,30.0,20.0,49.0
0-60,22,0,0,0,30.0,19.0,47.0
60-70,22,0,0,0,29.5,19.0,46.0
70-80,22,0,0,0,30.0,19.5,50.0
0-60,22,0,0,0,28.5,18.0,43.5
60-70,22,0,0,0,29.0,17.5,43.0
0-60,22,0,0,0,30.0,19.5,50.0
60-70,22,0,0,0,29.0,17.5,38.5
60-70,22,0,0,0,29.0,12.0,33.0
60-70,22,0,0,0,30.0,19.5,49.0
0-60,22,0,0,0,28.0,18.0,38.0
0-60,22,0,0,0,28.5,14.0,36.0
60-70,22,0,0,0,29.0,17.0,43.0
0-60,23,0,0,1,29.5,15.5,37.0
0-60,23,0,0,1,28.5,11.5,30.0
60-70,23,0,0,1,30.0,20.0,49.5
0-60,23,0,0,1,29.5,15.5,27.5
0-60,23,0,0,1,30.0,13.0,36.0
0-60,23,0,0,1,29.5,13.5,27.0
60-70,23,0,0,1,30.0,20.0,47.5
0-60,23,0,0,1,29.5,18.5,41.5
0-60,23,0,0,1,29.5,19.0,44.5
60-70,23,0,0,1,30.0,20.0,44.0
60-70,23,0,0,1,30.0,20.0,44.0
0-60,23,0,0,1,29.5,18.5,47.5
0-60,23,0,0,1,30.0,17.0,34.0
0-60,23,0,0,1,30.0,18.0,46.5
0-60,23,0,0,1,29.5,16.5,44.0
0-60,23,0,0,1,29.0,16.0,29.0
0-60,23,0,0,1,29.5,15.0,37.5
0-60,23,0,0,1,29.5,18.0,34.5
0-60,23,0,0,1,29.5,19.5,47.0
0-60,23,0,0,1,30.0,19.5,49.0
0-60,23,0,0,1,28.0,15.5,30.5
0-60,23,0,0,1,30.0,16.0,33.0
0-60,23,0,0,1,28.5,19.0,42.5
0-60,23,0,0,1,28.5,17.5,40.0
0-60,23,0,0,1,27.5,13.0,32.5
0-60,23,0,0,1,30.0,17.5,45.5
0-60,23,0,0,1,29.5,19.0,38.5
0-60,23,0,0,1,28.5,15.0,42.5
0-60,23,0,0,1,29.5,14.0,41.5
0-60,23,0,0,1,28.5,15.5,22.0
60-70,23,0,0,1,29.5,20.0,47.0
70-80,23,0,0,1,30.0,20.0,50.0
0-60,23,0,0,1,28.5,17.5,39.5
0-60,23,0,0,1,27.5,10.5,26.5
0-60,23,0,0,1,30.0,20.0,47.5
0-60,23,0,0,1,27.0,9.5,7.5
0-60,23,0,0,1,28.5,12.5,32.5
0-60,23,0,0,1,29.5,19.0,41.5
0-60,23,0,0,1,27.5,16.5,26.0
0-60,23,0,0,1,29.0,20.0,42.5
0-60,23,0,0,1,29.5,9.5,14.5
0-60,23,0,0,1,28.0,6.5,9.5
0-60,23,0,0,1,28.0,14.0,22.0
0-60,23,0,0,1,30.0,19.5,50.0
0-60,23,0,0,1,27.5,11.5,21.5
0-60,23,0,0,1,29.0,18.5,37.5
0-60,23,0,0,1,28.5,17.5,47.0
0-60,23,0,0,1,28.5,18.0,41.5
0-60,23,0,0,1,29.0,5.0,15.0
0-60,23,0,0,1,29.0,17.5,41.5
0-60,23,0,0,1,29.0,17.0,35.0
0-60,23,0,0,1,29.5,18.5,41.5
0-60,23,0,0,1,29.0,19.0,47.0
0-60,23,0,0,1,28.0,19.0,42.0
0-60,23,0,0,1,29.5,19.5,48.0
0-60,23,0,0,1,28.0,14.5,28.0
0-60,23,0,0,1,29.5,16.5,33.0
60-70,23,0,0,1,30.0,19.0,47.0
0-60,23,0,0,1,28.0,12.0,31.5
0-60,23,0,0,1,28.0,17.0,32.5
0-60,23,0,0,1,29.5,18.5,37.5
0-60,23,0,0,1,30.0,14.5,28.0
0-60,23,0,0,1,27.5,12.0,18.5
0-60,23,0,0,1,28.0,10.5,15.0
0-60,23,0,0,1,29.0,11.0,14.0
60-70,23,0,0,1,30.0,19.0,49.5
0-60,23,0,0,1,28.0,17.5,46.0
0-60,23,0,0,1,30.0,19.5,47.5
0-60,23,0,0,1,27.5,15.5,30.5
0-60,23,0,0,1,29.0,17.5,37.5
0-60,23,0,0,1,29.5,18.5,37.0
0-60,23,0,0,1,26.5,10.5,23.5
0-60,23,0,0,1,29.5,19.5,46.0
0-60,23,0,0,1,28.5,17.5,42.5
60-70,23,0,0,1,29.5,19.0,30.5
0-60,23,0,0,1,29.5,19.5,43.0
0-60,23,0,0,1,30.0,19.0,40.0
0-60,23,0,0,1,28.0,11.5,16.0
0-60,23,0,0,1,29.5,20.0,44.5
0-60,23,0,0,1,28.5,17.5,28.5
0-60,23,0,0,1,29.0,15.5,40.0
0-60,23,0,0,1,29.5,18.5,47.5
0-60,23,0,0,1,27.5,15.0,24.0
0-60,23,0,0,1,29.0,15.5,35.0
70-80,23,0,0,1,27.5,19.0,47.5
0-60,23,0,0,1,29.5,16.0,29.5
0-60,23,0,0,1,29.0,18.0,39.0
0-60,23,0,0,1,30.0,20.0,47.0
0-60,23,0,0,1,29.5,15.5,38.5
0-60,23,0,0,1,29.0,16.5,36.0
0-60,23,0,0,1,28.5,14.0,30.5
0-60,23,0,0,1,30.0,18.5,33.5
0-60,23,0,0,1,25.5,14.5,16.5
60-70,23,0,0,1,30.0,20.0,45.0
60-70,23,0,0,1,29.5,12.0,36.5
0-60,23,0,0,1,28.5,16.0,26.5
0-60,23,0,0,1,28.5,12.0,16.0
0-60,23,0,0,1,28.0,16.0,25.5
0-60,23,0,0,1,29.0,19.5,44.5
0-60,23,0,0,1,27.5,11.0,20.5
0-60,23,0,0,1,29.5,14.5,34.0
0-60,23,0,0,1,28.0,18.0,20.5
0-60,23,0,0,1,27.0,15.0,42.5
60-70,23,0,0,1,30.0,20.0,45.5
0-60,23,0,0,1,27.5,10.5,24.5
0-60,23,0,0,1,26.0,11.5,12.5
0-60,23,0,0,1,30.0,18.0,49.5
60-70,23,0,0,1,30.0,20.0,49.5
0-60,23,0,0,1,27.0,11.0,15.0
0-60,23,0,0,1,28.5,13.5,24.0
0-60,23,0,0,1,29.0,17.5,33.5
60-70,23,0,0,1,30.0,18.0,44.0
0-60,23,0,0,1,30.0,18.0,45.0
0-60,23,0,0,1,29.5,19.0,46.0
60-70,23,0,0,1,30.0,20.0,49.0
0-60,23,0,0,1,28.0,14.5,39.0
60-70,23,0,0,1,29.5,20.0,47.0
0-60,23,0,0,1,29.5,18.5,43.0
0-60,23,0,0,1,29.5,18.5,43.0
0-60,23,0,0,1,29.0,19.5,45.5
0-60,23,0,0,1,27.5,13.5,30.0
0-60,23,0,0,1,29.5,16.5,42.5
0-60,23,0,0,1,30.0,20.0,48.0
60-70,23,0,0,1,29.5,19.5,44.0
0-60,23,0,0,1,28.0,10.5,22.5
0-60,23,0,0,1,29.0,16.0,43.0
0-60,23,0,0,1,28.5,17.0,41.0
0-60,23,0,0,1,29.5,16.5,30.5
60-70,23,0,0,1,29.0,19.0,40.0
0-60,23,0,0,1,28.0,14.5,20.5
0-60,23,0,0,1,29.5,13.5,27.0
60-70,23,0,0,1,30.0,20.0,49.0
0-60,23,0,0,1,29.5,18.5,47.5
0-60,23,0,0,1,28.5,16.0,27.0
0-60,23,0,0,1,28.5,16.0,28.5
0-60,23,0,0,1,26.0,10.5,28.5
0-60,23,0,0,1,29.0,14.0,38.5
0-60,23,0,0,1,29.5,19.0,46.5
60-70,23,0,0,1,30.0,19.5,46.5
0-60,23,0,0,1,29.0,16.0,41.5
0-60,23,0,0,1,29.5,19.0,47.0
0-60,23,0,0,1,29.0,19.0,37.0
0-60,23,0,0,1,29.0,19.0,39.5
0-60,23,0,0,1,29.0,18.0,41.5
0-60,23,0,0,1,29.0,17.5,39.5
0-60,23,0,0,1,28.5,11.0,35.0
0-60,23,0,0,1,28.5,17.0,44.5
0-60,23,0,0,1,27.5,7.5,5.5
60-70,23,0,0,1,29.5,18.5,43.0
0-60,23,0,0,1,29.0,17.0,30.5
0-60,23,0,0,1,29.5,19.0,41.0
0-60,23,0,0,1,29.0,19.0,45.0
0-60,23,0,0,1,29.5,18.0,41.0
0-60,23,0,0,1,29.5,18.5,43.0
0-60,23,0,0,1,28.5,18.0,43.5
0-60,23,0,0,1,29.0,18.0,44.5
60-70,23,0,0,1,30.0,20.0,46.0
0-60,23,0,0,1,28.5,17.0,23.5
0-60,23,0,0,1,28.0,16.0,40.5
0-60,23,0,0,1,29.0,18.0,43.0
60-70,23,0,0,1,29.5,19.5,37.0
60-70,23,0,0,1,29.5,18.5,45.0
0-60,23,0,0,1,29.5,13.5,31.5
0-60,23,0,0,1,29.0,17.5,42.5
0-60,23,0,0,1,30.0,18.5,45.0
0-60,23,0,0,1,29.5,17.5,31.0
0-60,23,0,0,1,29.0,14.5,42.5
0-60,23,0,0,1,28.5,12.5,27.0
0-60,23,0,0,1,29.0,17.0,34.0
0-60,23,0,0,1,29.5,12.5,34.5
0-60,23,0,0,1,28.0,13.0,13.5
0-60,23,0,0,1,27.5,14.5,33.5
0-60,23,0,0,1,28.0,9.0,19.5
0-60,23,0,0,1,28.5,16.5,43.0
0-60,23,0,0,1,29.0,10.5,23.0
60-70,23,0,0,1,29.0,19.0,46.0
70-80,23,0,0,1,30.0,20.0,47.0
0-60,23,0,0,1,28.5,16.5,35.0
0-60,23,0,0,1,26.5,16.5,39.0
0-60,23,0,0,1,28.5,13.0,27.5
60-70,23,0,0,1,29.0,18.5,46.5
0-60,23,0,0,1,30.0,20.0,47.5
0-60,23,0,0,1,29.0,14.0,32.0
0-60,23,0,0,1,29.5,17.5,38.0
60-70,23,0,0,1,30.0,20.0,49.5
0-60,23,0,0,1,28.0,9.0,21.0
0-60,23,0,0,1,27.0,14.5,32.0
0-60,23,0,0,1,30.0,18.5,47.5
0-60,23,0,0,1,28.5,17.0,40.0
0-60,23,0,0,1,29.0,19.5,41.0
0-60,23,0,0,1,29.0,19.5,37.0
0-60,23,0,0,1,29.5,12.5,19.0
0-60,23,0,0,1,29.0,10.0,21.5
0-60,23,0,0,1,29.0,12.0,40.0
0-60,23,0,0,1,29.0,15.0,35.5
0-60,23,0,0,1,30.0,19.5,44.0
0-60,23,0,0,1,28.5,16.0,39.5
0-60,23,0,0,1,28.0,13.0,17.5
0-60,23,0,0,1,27.5,14.5,24.0
0-60,23,0,0,1,29.5,19.5,30.5
0-60,23,0,0,1,27.0,15.0,40.0
60-70,23,0,0,1,30.0,19.5,45.5
0-60,23,0,0,1,30.0,18.5,43.0
60-70,23,0,0,1,30.0,20.0,49.0
0-60,23,0,0,1,27.5,9.5,28.0
0-60,24,3,0,0,30.0,18.5,42.0
0-60,24,3,0,0,28.0,12.5,30.0
0-60,24,3,0,0,29.0,13.5,43.5
0-60,24,3,0,0,27.5,13.5,35.0
0-60,24,3,0,0,29.0,17.5,45.0
0-60,24,3,0,0,28.5,12.0,32.5
0-60,24,3,0,0,29.5,18.5,40.5
0-60,24,3,0,0,28.5,15.0,31.5
0-60,24,3,0,0,28.0,6.0,19.0
0-60,24,3,0,0,30.0,20.0,47.0
0-60,24,3,0,0,28.5,15.5,31.0
0-60,24,3,0,0,28.0,13.5,31.5
0-60,24,3,0,0,29.0,11.0,31.0
0-60,24,3,0,0,28.5,13.0,36.0
0-60,24,3,0,0,29.0,13.0,34.0
60-70,24,3,0,0,30.0,20.0,50.0
0-60,24,3,0,0,29.0,16.0,42.5
60-70,24,3,0,0,29.5,18.5,47.0
0-60,24,3,0,0,30.0,14.0,41.5
0-60,24,3,0,0,29.5,19.5,48.5
0-60,24,3,0,0,29.5,20.0,45.5
0-60,24,3,0,0,29.5,17.0,47.0
0-60,24,3,0,0,28.5,15.0,39.0
0-60,24,3,0,0,27.5,8.5,8.0
0-60,24,3,0,0,28.0,12.0,35.0
0-60,24,3,0,0,27.0,12.0,0.0
0-60,24,3,0,0,29.0,17.5,45.0
0-60,24,3,0,0,29.5,19.5,46.0
0-60,24,3,0,0,29.0,18.0,37.0
0-60,24,3,0,0,28.5,9.0,35.5
0-60,24,3,0,0,29.0,13.0,32.0
60-70,24,3,0,0,30.0,20.0,46.0
0-60,24,3,0,0,28.0,10.5,27.5
0-60,24,3,0,0,30.0,20.0,44.5
0-60,24,3,0,0,29.0,17.5,45.5
0-60,24,3,0,0,29.5,20.0,37.0
0-60,24,3,0,0,28.5,20.0,48.5
0-60,24,3,0,0,29.5,20.0,43.0
60-70,24,3,0,0,30.0,20.0,49.0
0-60,24,3,0,0,28.0,8.0,30.0
0-60,24,3,0,0,29.0,16.0,38.5
0-60,24,3,0,0,30.0,20.0,46.5
0-60,24,3,0,0,28.0,13.0,35.0
0-60,24,3,0,0,29.5,16.5,46.0
0-60,24,3,0,0,29.5,17.5,47.5
0-60,24,3,0,0,27.5,7.0,25.5
60-70,24,3,0,0,29.5,19.0,45.5
60-70,24,3,0,0,30.0,19.5,48.0
0-60,24,3,0,0,29.5,18.5,47.0
0-60,24,3,0,0,29.0,18.0,30.0
0-60,24,3,0,0,29.0,15.0,33.0
0-60,24,3,0,0,30.0,16.5,50.0
0-60,24,3,0,0,29.5,13.0,41.5
0-60,24,3,0,0,29.0,16.0,32.0
0-60,24,3,0,0,29.5,16.0,40.0
0-60,24,3,0,0,29.5,20.0,45.5
0-60,24,3,0,0,30.0,18.0,49.5
0-60,24,3,0,0,29.0,19.5,49.0
0-60,24,3,0,0,29.0,7.5,41.5
70-80,24,3,0,0,30.0,20.0,50.0
0-60,24,3,0,0,29.0,16.0,32.0
0-60,24,3,0,0,28.0,12.0,24.0
0-60,24,3,0,0,27.5,12.5,20.5
0-60,24,3,0,0,29.5,19.5,42.5
0-60,24,3,0,0,29.5,16.0,45.0
0-60,24,3,0,0,28.0,12.0,31.0
0-60,24,3,0,0,29.0,11.5,31.5
0-60,24,3,0,0,28.0,12.0,48.5
0-60,24,3,0,0,27.5,10.5,30.0
0-60,24,3,0,0,27.5,8.0,35.0
0-60,24,3,0,0,27.5,16.0,26.5
0-60,24,3,0,0,29.5,16.5,40.5
0-60,24,3,0,0,28.5,12.0,27.0
0-60,24,3,0,0,28.0,12.5,26.0
0-60,24,3,0,0,29.0,12.0,44.0
0-60,24,3,0,0,29.5,17.5,42.0
0-60,24,3,0,0,29.5,18.0,45.0
0-60,24,3,0,0,29.0,16.5,41.5
0-60,24,3,0,0,29.5,14.5,41.5
0-60,24,3,0,0,28.0,16.0,34.0
0-60,24,3,0,0,29.5,20.0,46.5
0-60,24,3,0,0,29.5,20.0,47.0
0-60,24,3,0,0,29.0,20.0,36.0
0-60,24,3,0,0,29.5,16.5,48.5
0-60,24,3,0,0,28.5,14.0,43.0
0-60,24,3,0,0,27.0,16.5,35.5
0-60,24,3,0,0,30.0,17.5,38.5
60-70,24,3,0,0,30.0,20.0,46.5
0-60,24,3,0,0,30.0,20.0,47.0
0-60,24,3,0,0,28.0,8.0,31.0
60-70,24,3,0,0,29.5,18.0,46.0
0-60,24,3,0,0,28.5,13.5,39.0
0-60,24,3,0,0,30.0,19.0,50.0
0-60,24,3,0,0,29.5,18.5,42.0
0-60,24,3,0,0,29.5,19.0,42.5
0-60,24,3,0,0,28.5,16.5,38.0
0-60,24,3,0,0,27.5,12.5,30.0
0-60,24,3,0,0,29.0,14.0,34.5
0-60,24,3,0,0,28.5,13.0,35.0
0-60,24,3,0,0,28.5,14.0,29.0
0-60,24,3,0,0,29.0,20.0,50.0
0-60,24,3,0,0,30.0,20.0,47.0
60-70,24,3,0,0,30.0,20.0,50.0
0-60,24,3,0,0,30.0,18.5,44.5
0-60,24,3,0,0,28.0,11.0,33.0
60-70,24,3,0,0,30.0,17.5,49.5
0-60,24,3,0,0,29.5,18.0,42.5
0-60,24,3,0,0,28.0,15.0,40.0
0-60,24,3,0,0,29.0,12.0,33.0
0-60,24,3,0,0,29.0,12.0,43.0
0-60,24,3,0,0,28.5,13.0,39.0
60-70,24,3,0,0,30.0,19.5,48.5
0-60,24,3,0,0,28.0,10.0,25.5
0-60,24,3,0,0,28.5,8.5,14.5
60-70,24,3,0,0,30.0,19.5,50.0
0-60,24,3,0,0,29.0,15.5,39.5
0-60,24,3,0,0,29.5,15.5,47.0
0-60,24,3,0,0,29.5,17.0,43.0
0-60,24,3,0,0,28.5,14.5,26.5
0-60,24,3,0,0,29.5,20.0,42.0
0-60,24,3,0,0,30.0,19.5,47.0
0-60,24,3,0,0,29.0,18.5,41.0
0-60,24,3,0,0,30.0,10.0,22.0
0-60,24,3,0,0,28.5,12.0,32.5
0-60,24,3,0,0,29.5,13.5,29.0
60-70,24,3,0,0,29.5,18.0,45.5
0-60,24,3,0,0,29.0,19.5,48.5
0-60,24,3,0,0,29.5,18.5,49.0
0-60,24,3,0,0,27.0,11.5,27.5
0-60,24,3,0,0,29.0,17.0,40.5
0-60,24,3,0,0,29.5,17.0,46.0
0-60,24,3,0,0,29.5,20.0,39.0
0-60,24,3,0,0,29.0,14.5,46.0
0-60,24,3,0,0,29.0,15.0,42.0
60-70,24,3,0,0,30.0,20.0,49.0
0-60,24,3,0,0,27.5,16.5,37.0
0-60,24,3,0,0,30.0,17.0,38.0
0-60,24,3,0,0,29.5,20.0,43.0
0-60,24,3,0,0,27.5,7.0,17.0
0-60,24,3,0,0,30.0,17.5,42.0
0-60,24,3,0,0,29.0,19.0,43.5
0-60,24,3,0,0,29.0,14.5,37.0
0-60,24,3,0,0,29.0,15.0,43.0
0-60,24,3,0,0,28.5,12.5,19.0
60-70,24,3,0,0,30.0,20.0,50.0
0-60,24,3,0,0,30.0,17.5,40.5
0-60,24,3,0,0,29.0,14.0,30.0
0-60,24,3,0,0,29.0,17.0,38.5
0-60,24,3,0,0,29.0,20.0,45.0
60-70,24,3,0,0,29.5,16.5,42.5
0-60,24,3,0,0,29.0,16.0,49.0
0-60,24,3,0,0,28.5,7.5,32.0
0-60,24,3,0,0,29.0,18.0,44.0
0-60,24,3,0,0,29.0,15.0,48.0
0-60,24,3,0,0,28.0,15.5,35.0
60-70,24,3,0,0,30.0,18.0,41.0
0-60,24,3,0,0,27.0,15.0,47.0
0-60,24,3,0,0,30.0,20.0,49.0
0-60,24,3,0,0,28.0,12.5,38.5
0-60,24,3,0,0,29.0,17.0,38.0
60-70,24,3,0,0,29.5,18.0,50.0
0-60,24,3,0,0,29.0,18.0,45.0
0-60,24,3,0,0,29.5,14.5,33.0
0-60,24,3,0,0,28.5,12.0,26.5
0-60,24,3,0,0,29.5,17.0,45.5
60-70,24,3,0,0,29.5,18.5,50.0
0-60,25,3,0,1,25.0,17.0,18.0
0-60,25,3,0,1,24.0,15.0,28.0
70-80,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,25.0,16.0,43.0
0-60,25,3,0,1,28.0,17.0,45.0
0-60,25,3,0,1,27.0,19.0,44.0
0-60,25,3,0,1,28.0,18.0,42.0
0-60,25,3,0,1,29.0,20.0,44.0
0-60,25,3,0,1,25.0,14.0,33.0
0-60,25,3,0,1,20.0,5.0,12.0
0-60,25,3,0,1,30.0,19.0,39.0
0-60,25,3,0,1,20.0,4.0,4.0
0-60,25,3,0,1,26.0,12.0,47.0
0-60,25,3,0,1,26.0,18.0,43.0
0-60,25,3,0,1,24.0,14.0,46.0
0-60,25,3,0,1,26.0,12.0,45.0
0-60,25,3,0,1,24.0,16.0,30.0
0-60,25,3,0,1,20.0,5.0,19.0
0-60,25,3,0,1,26.0,14.0,41.0
0-60,25,3,0,1,22.0,10.0,30.0
60-70,25,3,0,1,30.0,19.0,47.0
0-60,25,3,0,1,24.0,13.0,47.0
0-60,25,3,0,1,29.0,19.0,44.0
0-60,25,3,0,1,29.0,20.0,39.0
0-60,25,3,0,1,26.0,16.0,36.0
0-60,25,3,0,1,26.0,14.0,32.0
0-60,25,3,0,1,25.0,15.0,31.0
0-60,25,3,0,1,30.0,19.0,48.0
0-60,25,3,0,1,30.0,20.0,49.0
0-60,25,3,0,1,20.0,6.0,5.0
0-60,25,3,0,1,22.0,9.0,22.0
0-60,25,3,0,1,28.0,19.0,45.0
0-60,25,3,0,1,20.0,10.0,10.0
0-60,25,3,0,1,20.0,9.0,19.0
0-60,25,3,0,1,25.0,12.0,33.0
0-60,25,3,0,1,29.0,20.0,43.0
0-60,25,3,0,1,24.0,18.0,33.0
0-60,25,3,0,1,24.0,12.0,34.0
0-60,25,3,0,1,27.0,18.0,47.0
0-60,25,3,0,1,28.0,17.0,33.0
0-60,25,3,0,1,26.0,16.0,31.0
0-60,25,3,0,1,28.0,20.0,40.0
0-60,25,3,0,1,26.0,16.0,26.0
0-60,25,3,0,1,20.0,10.0,45.0
0-60,25,3,0,1,22.0,12.0,10.0
0-60,25,3,0,1,20.0,9.0,22.0
0-60,25,3,0,1,24.0,9.0,42.0
0-60,25,3,0,1,25.0,18.0,23.0
0-60,25,3,0,1,25.0,20.0,35.0
60-70,25,3,0,1,29.0,18.0,49.0
0-60,25,3,0,1,20.0,4.0,9.0
0-60,25,3,0,1,26.0,18.0,39.0
0-60,25,3,0,1,28.0,17.0,35.0
0-60,25,3,0,1,25.0,15.0,21.0
0-60,25,3,0,1,22.0,9.0,11.0
0-60,25,3,0,1,30.0,17.0,43.0
0-60,25,3,0,1,26.0,12.0,36.0
0-60,25,3,0,1,28.0,17.0,48.0
0-60,25,3,0,1,28.0,19.0,46.0
0-60,25,3,0,1,26.0,19.0,39.0
0-60,25,3,0,1,22.0,10.0,39.0
0-60,25,3,0,1,20.0,8.0,9.0
0-60,25,3,0,1,24.0,12.0,27.0
0-60,25,3,0,1,20.0,10.0,26.0
60-70,25,3,0,1,30.0,20.0,49.0
0-60,25,3,0,1,28.0,13.0,45.0
0-60,25,3,0,1,27.0,17.0,49.0
0-60,25,3,0,1,29.0,19.0,42.0
0-60,25,3,0,1,24.0,12.0,36.0
0-60,25,3,0,1,26.0,19.0,49.0
0-60,25,3,0,1,29.0,20.0,49.0
0-60,25,3,0,1,25.0,15.0,48.0
0-60,25,3,0,1,25.0,14.0,32.0
0-60,25,3,0,1,28.0,14.0,46.0
0-60,25,3,0,1,24.0,18.0,45.0
0-60,25,3,0,1,28.0,20.0,42.0
0-60,25,3,0,1,29.0,20.0,38.0
0-60,25,3,0,1,24.0,17.0,37.0
0-60,25,3,0,1,28.0,20.0,43.0
60-70,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,29.0,20.0,47.0
0-60,25,3,0,1,20.0,5.0,16.0
0-60,25,3,0,1,20.0,5.0,12.0
0-60,25,3,0,1,20.0,5.0,10.0
0-60,25,3,0,1,25.0,16.0,43.0
0-60,25,3,0,1,27.0,17.0,35.0
0-60,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,28.0,19.0,39.0
0-60,25,3,0,1,29.0,19.0,48.0
0-60,25,3,0,1,30.0,19.0,45.0
0-60,25,3,0,1,25.0,14.0,39.0
0-60,25,3,0,1,25.0,17.0,48.0
0-60,25,3,0,1,20.0,8.0,34.0
0-60,25,3,0,1,20.0,7.0,13.0
0-60,25,3,0,1,20.0,8.0,43.0
0-60,25,3,0,1,20.0,9.0,36.0
0-60,25,3,0,1,26.0,17.0,38.0
0-60,25,3,0,1,20.0,6.0,9.0
0-60,25,3,0,1,27.0,13.0,34.0
0-60,25,3,0,1,24.0,19.0,43.0
0-60,25,3,0,1,20.0,8.0,25.0
60-70,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,24.0,14.0,39.0
